Entrez Gene IDs	RSCE_10_BC2CTUACXX_AGTTCC_L006_R1.bam	RSCE_12_BC2CTUACXX_TGACCA_L005_R1.bam	RSCE_14_BC2CTUACXX_GTCCGC_L003_R1.bam	RSCE_16_BC2CTUACXX_AGTTCC_L004_R1.bam	RSCE_18_BC2CTUACXX_CAGATC_L003_R1.bam	RSCE_20_BC2CTUACXX_GTGAAA_L005_R1.bam	RSCE_2_BC2CTUACXX_CGATGT_L007_R1.bam	RSCE_4_BC2CTUACXX_TGACCA_L006_R1.bam	RSCE_6_BC2CTUACXX_CTTGTA_L005_R1.bam	RSCE_8_BC2CTUACXX_CCGTCC_L007_R1.bam
3665	234	163	97	186	1	0	42	23	181	167
3667	2202	1706	1440	2155	251	280	938	1026	1259	1174
3669	33	51	43	89	59	64	125	114	54	57
3670	5	2	89	128	0	0	2	0	0	0
3671	0	0	10	7	0	0	3	1	4	4
3672	70	92	466	675	333	268	101	242	190	274
3673	3243	3173	4399	12454	108	119	1207	1033	3734	3074
3674	3	5	5	6	75	57	51	35	23	32
3675	11596	10409	8815	14343	1852	2037	7014	5636	6093	6427
3676	0	0	74	97	1	0	17	18	0	0
3678	1679	1861	2194	2628	2526	2658	929	1167	6604	6450
3679	22	14	2	9	33	48	11	11	30	24
3680	1	1	1	0	0	1	3	4	1	0
3681	0	1	0	0	1	0	0	1	0	0
3682	356	304	75	82	353	397	367	354	407	429
3683	0	0	1	0	0	1	4	5	0	1
3684	7	7	8	11	1	2	47	31	3	1
3685	5723	6685	13001	17831	6236	6680	11285	10784	5052	6438
3687	4	12	39	43	1	1	5	6	1	6
3688	29692	28876	24512	29602	27691	29278	44731	40228	27428	32791
3689	266	313	669	1580	569	544	6	7	93	128
3690	46	97	207	217	130	141	26	23	1090	1135
3691	940	714	2553	4264	127	104	645	462	637	567
3692	6176	5483	1542	2231	5261	5725	3102	3014	4304	4813
3693	881	881	1589	1924	3856	3815	4685	4422	1990	1933
3694	443	534	102	808	3	2	95	102	233	202
3695	6	3	1	5	1	2	22	14	15	6
3696	179	189	46	149	609	669	52	45	115	80
3697	0	0	0	1	0	0	0	0	0	0
3698	0	0	0	0	0	0	3	9	1	0
3699	0	0	0	0	6	2	1	1	1	0
3700	18	13	15	22	4	2	17	28	30	31
3702	0	0	0	0	37	25	0	0	0	0
3703	3879	3439	4577	7075	2902	3309	1996	1898	5597	5249
3704	731	666	158	226	941	986	679	583	726	800
3705	555	519	883	1281	2440	2415	952	967	1085	1084
3706	5	2	41	72	8	22	17	12	9	14
3707	89	84	224	258	110	114	66	81	131	116
3708	122	154	196	235	2952	2792	278	359	793	577
3709	535	601	479	604	8133	8438	597	535	730	690
3710	2559	2000	3317	4085	1269	1301	1119	879	1535	1364
3712	558	469	308	386	195	192	114	101	812	888
3713	6	6	63	314	0	0	0	1	28	18
3714	1361	1042	147	405	594	540	469	447	655	447
3716	8184	7939	6815	9610	4504	4742	7493	7872	3802	3895
3717	232	172	189	301	264	332	325	294	212	180
3718	74	78	38	40	15	11	20	26	50	44
3720	669	486	431	564	689	693	584	617	1069	1053
3725	2978	2325	835	1051	245	296	883	847	996	1075
3726	561	453	423	653	1050	1033	708	1038	1234	1310
3727	330	279	347	556	242	297	363	382	582	528
3728	3204	2480	861	2430	322	280	1732	2395	759	810
3730	282	223	24	74	2	4	1	0	56	46
3732	7	13	102	242	11	10	16	17	34	29
3735	7073	6753	3090	4520	12039	12045	4154	4043	6657	5988
3736	0	1	0	0	0	2	0	0	0	0
3737	0	0	0	0	0	0	0	0	0	0
3738	0	0	0	0	0	0	0	0	0	0
3739	0	0	1	0	0	0	0	0	0	0
3741	0	0	0	0	0	0	0	0	0	0
3742	1	0	0	1	0	0	0	0	0	0
3743	0	1	1	0	4	4	1	2	1	0
3744	0	0	0	1	0	0	0	0	0	0
3745	0	0	3	4	8	9	4	4	19	21
3746	0	0	0	0	0	0	0	0	0	0
3747	0	0	0	0	0	0	0	0	0	0
3748	8	6	3	3	16	15	4	2	7	6
3749	8	1	57	101	38	36	41	31	21	19
3750	13	11	6	12	10	15	13	16	6	5
3751	1	0	0	0	0	0	1	0	0	0
3752	0	0	0	0	39	28	0	0	0	0
3753	0	1	0	0	0	0	0	0	1	1
3754	3	3	5	3	0	0	155	115	3	0
3755	0	3	4	4	200	151	92	132	6	5
3756	22	9	50	40	187	211	208	235	5	4
3757	2	2	1	2	0	1	10	12	5	4
3758	0	0	3	1	0	0	0	0	1	1
3759	0	0	6	15	15	13	8	7	0	0
3760	0	0	0	0	0	0	0	0	0	0
3761	0	0	0	0	0	0	0	0	1	1
3762	0	0	2	6	0	0	0	0	10	5
3763	2	0	0	1	0	0	25	54	0	0
3764	0	1	2	0	1	0	9	7	5	4
3765	0	0	0	0	0	0	0	0	0	0
3766	0	0	0	1	0	0	0	0	0	0
3767	2	2	0	3	0	0	7	8	1	3
3768	4	1	38	47	339	335	39	27	25	22
3769	1	0	0	0	0	1	0	0	0	0
3770	42	29	19	15	38	50	44	38	44	28
3772	40	53	7	16	17	27	3	6	8	10
3773	0	0	0	0	0	1	17	37	0	0
3775	812	857	354	578	115	157	144	157	0	1
3776	34	32	7	7	1	0	0	0	0	3
3777	1	2	0	3	126	101	34	47	15	4
3778	60	45	369	322	2	6	161	195	5	4
3779	0	0	1	0	0	0	0	0	0	0
3780	0	2	0	1	7	7	5	11	3	2
3781	1	2	7	11	0	0	0	1	0	0
3782	0	0	16	23	0	0	0	1	3	4
3783	113	93	513	708	243	272	211	209	270	225
3784	0	0	40	87	4	3	0	0	1	2
3785	0	1	0	0	0	0	3	3	58	37
3786	322	254	168	250	8	10	1	2	21	22
3787	1	1	1	3	5	3	0	1	28	15
3788	0	0	0	0	0	0	0	0	0	0
3790	386	408	53	146	0	0	46	46	101	113
3791	7	5	54	47	0	0	1	0	50	57
3792	1	0	0	1	0	1	0	0	2	1
3795	30	16	15	28	18	21	182	163	38	64
3796	1413	1373	1170	1742	543	632	1240	1204	1113	1107
3797	564	594	101	103	206	210	1075	1041	877	986
3798	7	8	10	6	0	0	3	7	33	32
3799	8657	7269	4101	5361	15799	16637	10075	8085	7941	7453
3800	1	0	13	10	1	6	33	24	3	1
3801	658	751	2037	2537	3524	4198	3104	2804	1402	1648
3802	0	0	0	0	1	1	0	0	1	0
3804	0	0	0	0	0	2	1	0	0	0
3805	0	0	0	0	0	4	0	0	0	0
3806	0	0	0	0	0	0	0	0	0	0
3809	0	0	0	0	0	0	0	0	0	0
3810	0	0	0	0	0	0	0	0	0	0
3811	0	0	0	0	0	2	0	0	0	1
3812	0	0	0	0	0	0	0	0	1	0
3813	0	0	0	0	0	0	0	0	0	0
3814	1	2	0	1	117	94	1	0	0	1
3815	4	2	3	15	0	0	1	0	7	4
3816	0	0	0	0	0	0	0	0	0	0
3817	0	0	1	0	1	1	3	0	0	0
3818	0	0	1	2	0	0	0	0	1	2
3820	0	1	0	0	0	0	0	0	0	0
3821	1	0	17	15	0	0	2	1	11	12
3822	1	0	71	139	3	2	0	2	1	1
3823	0	3	29	63	1	1	0	1	1	1
3824	0	0	0	0	0	2	0	0	0	0
3827	0	0	0	0	1	0	0	1	0	0
3831	1439	1232	1527	2388	2730	3018	1560	1206	2567	2368
3832	2243	1831	1845	2734	3431	3091	4566	3715	3704	3547
3833	1008	828	703	1063	1313	1062	742	674	1102	1027
3834	30	26	43	53	0	2	1	0	56	58
3835	1376	1146	705	1132	2004	1834	1791	1719	1875	1752
3836	1938	1546	942	1387	2695	2906	1503	1487	1936	1682
3837	12540	11504	7070	9050	10787	11609	13912	10698	10321	10250
3838	9613	7865	4355	6842	6267	6162	12034	10304	9716	8469
3839	1373	999	685	933	1203	1181	1231	1058	631	575
3840	3592	3069	2252	2919	3118	3736	2930	2445	3471	3284
3841	83	91	89	96	194	206	98	77	82	84
3842	8065	7093	6080	8288	9949	10944	12567	11360	7607	7724
3843	6293	5430	4177	5310	3048	3135	6273	5438	5930	5594
3845	1488	1247	764	946	4874	5102	1363	1176	635	532
3846	1	2	1	0	0	0	0	0	2	0
3848	0	0	0	0	0	0	0	0	0	0
3849	0	0	2	2	0	0	2	0	0	0
3850	2	1	1	0	0	3	0	0	0	0
3851	138	24	4	3	80	98	75	207	0	1
3852	0	0	1	0	4	3	1	0	0	0
3853	5	3	60	493	2	0	2	3	2	0
3854	0	3	10	84	1	1	1	1	1	1
3855	58191	47367	19334	20665	3064	2556	34216	33737	20390	21961
3856	13074	11488	2468	3403	4100	3256	12431	14360	8991	8179
3857	0	0	0	1	35	66	0	0	1	1
3858	136	95	115	167	482	486	200	166	172	177
3859	0	0	0	0	0	0	0	0	0	0
3860	0	0	6	16	0	0	1	0	2	0
3861	2	0	0	3	3	10	0	0	4	1
3866	180	173	54	144	0	1	31	10	115	127
3868	6	1	8	31	9	10	3	0	21	17
3872	7	30	22	48	5574	7402	7	12	272	149
3875	24978	25307	2699	4346	5735	5715	21914	29359	11778	11528
3880	17575	15470	6280	11075	13	8	535	423	5281	5723
3881	1	1	0	0	0	1	0	0	0	0
3882	1	0	1	2	0	0	1	1	2	2
3883	1	1	0	0	0	1	0	0	0	0
3884	0	1	0	0	3	5	0	0	1	1
3885	23	18	3	5	28	54	6	1	2	2
3886	0	0	0	0	0	0	0	0	0	0
3887	26	19	290	203	540	407	27641	28516	199	483
3888	0	1	0	0	0	0	0	0	0	0
3889	1	0	14	16	13	15	886	1016	8	12
3890	0	0	0	0	0	0	0	0	0	0
3891	0	0	0	0	2	1	77	61	1	1
3892	5	16	17	20	45	31	1611	1777	37	54
3895	8717	8359	12226	16074	10682	11356	10095	8939	9881	10415
3897	20	24	17	19	280	387	98	87	89	117
3898	3712	3034	60	556	3	5	9	9	621	572
3899	0	1	0	0	1	0	0	1	1	0
3902	2	1	2	0	2	4	7	5	4	4
3903	0	0	0	6	0	0	0	1	0	0
3904	0	0	0	0	0	0	0	0	0	0
3906	0	0	0	0	0	0	0	0	0	0
3908	104	87	22	61	1	6	9	8	22	23
3909	6105	4498	3320	4949	369	352	1080	1072	2191	2146
3910	27	27	2681	2601	337	418	63	75	3	8
3911	4913	2585	672	1441	4030	4156	3123	2545	241	276
3912	5188	4411	2914	2979	2468	2685	5893	5408	453	384
3913	720	461	2308	3094	4450	4613	1281	1386	2104	2683
3914	12034	12253	12392	20549	4886	4907	472	366	9232	9547
3915	7281	6282	8033	10918	13494	14356	8589	7159	8059	8652
3916	3383	3052	2998	3987	1484	1505	1690	1448	3045	2763
3918	9031	9587	6264	13381	237	246	1216	745	2413	2711
3920	3423	2983	3260	4108	2214	2300	1787	1672	4621	4279
3921	2261	1851	516	802	4375	4767	2850	2589	2994	3210
3925	1626	1612	2845	4332	4696	5612	2293	1645	2963	3298
3927	4467	3392	2636	3337	2861	3317	4205	3479	2283	2036
3929	0	2	1	2	2	0	1	14	0	0
3930	2861	2495	1626	2305	2360	2561	2560	2414	2335	2416
3931	47	23	52	75	93	148	67	30	44	43
3932	60	78	0	0	2	0	0	0	4	8
3933	0	0	0	0	0	0	0	0	0	0
3934	72	95	6112	15538	5	1	3	3	0	1
3936	7193	6862	1120	2165	68	62	7	4	409	465
3937	0	0	0	5	0	0	0	0	0	0
3938	0	0	5	10	5	2	8	10	4	5
3939	18987	17870	14264	18766	11106	11150	18701	14423	25667	21187
3945	23779	21375	6487	8617	66523	66763	25239	24950	11676	11886
3948	0	1	0	0	0	0	0	2	124	142
3949	6018	5056	1334	3011	2262	2740	1169	1057	2182	2103
3950	0	0	0	0	0	0	0	0	0	0
3952	0	0	0	1	0	0	0	0	0	1
3953	204	253	452	562	121	119	185	243	130	191
3954	3020	2374	758	1149	1870	1915	1869	1618	2445	2249
3955	122	75	441	586	37	30	69	62	399	443
3956	2788	2654	3686	4142	6401	7592	3064	3051	11551	14704
3957	0	0	0	0	0	0	2	1	0	0
3958	1554	1511	2722	4115	1033	1112	597	529	1484	1425
3959	2861	2819	6328	9054	808	798	481	515	3401	3506
3960	1	0	4	3	3	2	10	7	0	0
3963	2	1	0	0	0	2	0	0	0	0
3964	607	648	1014	1474	450	518	593	502	804	777
3965	6	3	303	473	1	2	2	6	1	2
3972	5	6	2	4	11	3	0	1	16	23
3973	0	0	7	8	0	0	0	0	0	0
3975	6	2	108	109	0	0	13	3	82	73
3976	595	465	146	280	361	468	1155	902	927	971
3977	679	636	545	596	6480	6873	730	625	2018	1831
3978	971	811	394	705	2003	1767	1575	1464	756	728
3980	858	739	409	667	1009	1110	1170	1039	855	883
3981	304	292	136	213	173	217	311	308	194	228
3982	0	0	0	0	0	0	0	0	0	0
3983	2014	1648	756	974	1783	1893	1417	1415	3065	2819
3984	1550	1363	524	859	500	475	538	526	1812	1957
3985	388	332	175	246	563	504	214	192	800	746
3987	1288	1156	853	1131	3856	4123	1997	1867	1635	1507
3988	1106	1289	522	704	418	466	1218	1275	3513	2997
3990	1	1	2	2	2	0	1	4	0	0
3991	7	1	12	27	2	0	28	27	23	19
3992	1942	1886	1722	2424	3472	3408	4453	5414	1496	1509
3993	726	537	163	426	148	166	685	612	201	260
3995	277	363	492	641	875	1038	265	301	410	610
3996	924	696	194	290	1045	1022	470	465	1072	1088
3998	3570	3437	4614	6057	3830	3972	3347	3362	5326	5080
4000	6865	4906	10896	15500	12441	13647	8605	6842	14052	13892
4001	2900	2235	1782	2533	2139	2047	1762	1444	1988	1750
4004	0	0	4	5	12	6	5	4	4	8
4005	0	3	2	13	17	18	0	2	2	0
4007	242	225	80	108	142	142	125	108	184	149
4008	2548	1745	2922	5109	590	530	649	609	417	385
4009	0	0	0	1	0	0	0	0	0	0
4010	1	1	6	7	0	0	31	29	27	14
4012	1665	1348	1097	1732	633	648	982	948	1527	1444
4013	17	16	286	446	32	21	13	16	257	292
4014	0	0	0	0	0	0	0	0	0	0
4015	59	79	1842	1978	31	34	5	5	1110	1002
4016	26	26	320	328	81	62	6	11	32	53
4017	1556	1397	3279	3474	1561	1447	1888	1240	2069	1764
4018	1	0	0	0	0	0	0	0	1	0
4023	0	0	15	22	1	3	0	0	0	0
4025	0	0	0	0	0	0	0	0	0	1
4026	7069	6153	6032	9037	4618	5536	2895	3159	1703	1681
4033	0	0	1	2	1	0	0	0	0	0
4034	260	175	36	62	114	107	105	69	258	178
4035	94	52	764	956	1953	1963	467	441	445	482
4036	2	4	0	1	1	0	1	2	0	3
4037	3	4	295	436	243	256	837	851	360	374
4038	34	33	242	330	232	229	288	247	122	126
4040	1935	1438	2230	2888	975	991	3696	3920	1138	1149
4041	700	625	1894	2735	725	755	939	795	1277	1354
4043	977	965	907	1323	1801	1888	907	862	1388	1637
4045	0	0	1	0	1	5	8	4	0	0
4046	130	152	14	25	4	11	21	26	50	52
4047	1040	810	580	729	537	566	313	265	467	559
4048	1937	2077	1122	1778	2476	2580	2871	3030	1861	1942
4049	1	0	0	0	0	0	1	0	1	0
4050	3	6	0	0	2	0	2	0	2	2
4051	41	14	39	162	300	428	262	306	1	2
4052	55	45	66	131	1133	932	760	954	942	1114
4053	130	158	4095	4922	400	377	444	559	1057	1219
4054	231	172	292	486	479	476	336	390	345	330
4055	1970	1723	1474	2272	1473	1621	1521	1558	756	677
4056	0	1	2	3	1	0	2	2	1	2
4057	1	0	1	0	0	0	0	0	2	8
4058	0	3	33	63	186	210	3	3	1	3
4059	101	115	172	251	678	649	472	619	367	440
4060	24	37	3	3	40	53	14	13	2	6
4061	542	540	855	1509	2670	2874	727	764	1579	1482
4062	0	0	0	0	0	0	0	0	0	0
4063	0	2	1	2	1	10	4	5	1	1
4064	0	1	0	0	0	0	0	0	1	0
4065	145	187	312	568	1	2	4	4	26	20
4066	0	0	13	18	46	40	5	7	102	78
4067	633	517	900	1651	484	585	444	349	563	467
4068	0	0	0	1	0	0	0	0	0	0
4069	2	1	0	0	1	1	0	0	0	1
4070	3751	3468	296	1305	279	381	3	1	509	587
4071	3220	3380	1892	2989	4543	5362	8640	10122	4432	4049
4072	4077	3918	396	1346	17	10	54	65	1647	1641
4074	3514	2982	1855	2885	3696	3786	3328	3360	2180	2052
4076	6098	4925	5112	7058	5675	5903	7427	6153	7239	6787
4077	1736	2011	2108	2624	2471	2457	2093	2177	2464	2842
4081	0	0	0	0	1	0	0	0	0	0
4082	4554	4590	2848	3720	2464	2327	1257	1488	3899	4499
4084	304	201	258	333	142	141	91	74	203	194
4085	1693	1513	779	1022	2216	2174	1296	1176	1375	1507
4086	114	118	326	546	380	504	229	218	302	274
4087	1723	1505	1112	1589	4919	5014	3329	3786	1904	2076
4088	2214	2045	2015	2982	563	670	4267	3233	1720	1697
4089	1112	1074	843	1187	1853	2021	1514	1528	1624	1723
4090	1999	1704	1827	2503	2166	2147	2218	2213	2656	2634
4091	63	31	340	439	224	181	811	496	175	114
4092	390	263	339	410	330	291	696	617	402	416
4093	21	17	226	238	174	108	39	14	78	38
4094	26	49	77	53	1	0	19	83	6	12
4097	516	380	942	1172	1170	1259	1442	1122	549	576
4099	1	2	0	0	0	0	0	0	1	0
4100	0	1	0	0	2261	2329	7	2	2	0
4101	0	0	0	0	84	103	0	0	0	0
4102	7	7	0	0	1275	1458	7	5	0	0
4103	0	1	3	1	4566	5793	1	0	1	0
4104	2	0	1	0	16	20	0	1	0	0
4105	10	21	3	0	2250	2609	189	164	1	1
4107	0	0	0	0	4	4	0	0	0	0
4108	0	0	0	0	107	115	0	0	0	0
4109	0	0	0	0	552	655	1	0	0	0
4110	1	0	0	0	0	0	1	0	0	0
4111	0	1	2	0	1869	1983	20	16	1	1
4112	0	0	0	0	0	0	0	0	0	0
4113	16	15	0	0	1548	1686	0	0	1	0
4114	0	0	0	0	1	0	0	0	0	0
4115	0	0	0	0	0	0	0	0	0	0
4116	520	504	205	232	131	121	197	140	222	248
4117	12	4	2	6	1	1	9	7	8	2
4118	0	0	1	0	0	0	0	0	0	0
4121	71	119	437	493	2	0	1	4	205	282
4122	290	199	182	283	465	560	501	276	252	190
4123	773	557	626	898	806	838	1014	907	766	839
4124	1991	1843	2281	3015	1343	1325	1066	975	1845	1845
4125	662	606	474	759	793	808	439	436	1022	1138
4126	321	304	471	591	338	330	192	252	404	439
4128	11	15	385	646	17	22	25	56	734	710
4129	5	8	11	14	0	0	0	0	60	46
4130	6	3	148	190	203	154	135	80	270	285
4131	3645	2877	9401	12083	3447	4011	9013	6943	3871	3459
4133	19	13	821	1791	200	204	36	46	53	71
4134	2662	2231	1428	2011	3974	4165	2380	2173	3425	3237
4135	3	1	53	68	10	11	50	39	19	24
4137	3	0	24	27	360	435	17	14	30	34
4139	105	103	7	7	172	171	1	1	1	0
4140	1701	1466	1305	1925	2101	2273	1522	1397	2625	2713
4141	3486	2984	1505	2276	3147	3196	3863	3486	2661	2826
4142	0	0	0	0	0	1	0	0	0	0
4143	0	0	0	2	1	1	0	0	0	0
4144	2648	1989	2285	3401	1195	1240	4000	2840	2819	2280
4145	0	0	12	10	0	1	0	2	12	22
4146	2	1	0	0	1	1	2	2	2	1
4147	434	378	186	300	2179	1777	637	761	368	386
4148	23	31	9	16	764	656	210	236	55	38
4149	811	769	1159	1694	498	610	517	478	1198	1101
4150	1980	1676	1161	1794	3158	3241	2100	1862	3012	2869
4151	40	55	6	13	5	4	64	57	97	120
4152	751	642	373	562	1130	1279	497	442	771	862
4153	0	0	0	0	0	0	0	0	0	0
4154	6735	5468	4743	7022	4694	5041	5171	4380	6937	6816
4155	1382	1427	750	1028	38	49	603	478	399	509
4157	51	54	168	239	157	155	123	108	112	115
4158	0	0	0	0	0	0	0	0	0	0
4159	0	0	0	0	0	0	0	0	0	0
4160	0	0	0	0	0	0	0	2	0	0
4161	0	0	0	0	0	0	0	0	0	0
4162	2970	3181	960	1463	1248	1127	209	172	2136	2107
4163	535	526	262	354	655	660	4	9	613	683
4166	97	82	96	140	97	96	7	10	249	244
4168	2	1	1	0	0	0	1	1	1	1
4170	7861	7011	3759	5969	5166	6083	5164	4806	8161	8209
4171	4835	3663	2942	3725	7019	6616	2551	2223	4947	4743
4172	3295	2597	2844	3578	4570	4193	3160	2800	2928	2757
4173	4960	4043	4217	5889	4822	4398	5558	4471	7621	6565
4174	1715	1375	1024	1394	3355	3390	2146	1910	2610	2330
4175	1881	1373	1209	1467	3650	3156	1680	1225	1715	1295
4176	6732	5451	1562	2482	8179	7409	6307	5662	7428	7236
4179	3606	3227	5308	7590	3258	3217	2656	2666	1963	1824
4184	0	0	0	0	0	0	0	0	0	0
4185	31	16	15	14	11	9	71	55	79	104
4188	262	240	55	203	4	0	5	3	244	222
4189	213	218	238	368	404	497	243	275	325	361
4190	3267	3160	1566	2360	3253	3277	3558	3688	2462	2862
4191	2248	2153	547	770	1591	1641	2190	1978	2696	2465
4192	731	686	414	685	1390	1404	43	40	315	318
4193	1484	1330	978	1757	2511	2868	4482	4268	1611	1439
4194	729	572	863	1331	487	574	1160	884	603	512
4199	751	718	939	1429	1714	1816	1987	1843	670	684
4200	1045	1134	204	306	1085	1040	1313	1142	1548	1473
4201	728	780	581	874	1459	1579	744	664	902	947
4204	1253	963	594	795	513	573	753	739	868	821
4205	530	424	529	677	1127	1261	666	690	564	622
4207	0	0	0	0	0	0	0	0	0	0
4208	183	124	84	87	2	1	4	1	347	301
4209	250	220	388	619	594	589	469	427	473	488
4210	0	0	1	1	19	40	0	0	3	2
4211	82	87	140	176	132	140	97	93	133	132
4212	277	256	192	240	421	409	248	211	401	357
4213	241	277	185	266	279	309	297	270	295	346
4214	1866	1550	644	1287	760	748	295	373	918	795
4215	741	614	491	576	617	632	598	537	1203	1161
4216	751	671	522	703	972	969	686	518	1156	1050
4217	226	163	524	943	620	577	335	281	424	354
4218	1293	1087	1115	1561	1404	1476	979	994	1737	1397
4221	446	406	453	595	491	523	430	341	507	446
4222	0	1	0	2	15	11	1	0	5	1
4223	0	0	0	0	0	0	1	0	0	0
4224	2	0	0	0	1	0	0	0	0	0
4225	0	0	0	0	0	1	0	1	2	2
4232	1606	1592	162	360	1834	1779	930	934	143	165
4233	18580	18260	9822	15716	2489	2449	11443	9871	12774	13304
4234	202	137	113	156	79	111	171	101	313	249
4236	680	615	578	702	1066	1045	606	597	950	969
4237	0	0	9	8	753	697	2	3	34	41
4238	1174	928	1092	1585	1836	1987	1213	1169	1310	1329
4239	0	0	0	0	71	32	0	1	6	4
4240	91	97	564	898	676	815	902	1000	318	416
4241	762	773	1687	2996	626	685	459	448	1177	1283
4242	37	23	2	5	0	0	18	18	29	30
4245	610	509	669	892	954	1110	689	718	905	826
4246	0	0	0	0	0	0	0	0	0	0
4247	2019	1771	2157	3116	2041	2323	1360	1240	2306	2341
4248	1	0	0	0	0	0	19	29	0	1
4249	210	240	386	602	893	862	414	391	413	357
4250	0	0	0	0	0	0	0	0	0	0
4253	418	361	427	653	393	464	712	728	525	507
4254	3282	2256	1355	2447	412	491	360	459	2435	2485
4255	198	173	221	326	359	402	86	90	160	173
4256	2	3	1	0	1	0	0	0	66	47
4257	2040	1671	2370	2868	1586	1974	2552	2545	1604	1373
4258	117	145	217	328	303	304	247	323	127	108
4259	807	755	831	1079	1098	1131	967	1246	1147	1186
4261	3	3	291	313	2	1	0	0	59	33
4267	364	334	1317	1727	712	789	1684	1370	867	791
4277	554	456	236	322	756	719	133	105	202	160
4281	1891	1333	2233	2871	652	715	3292	3694	1993	1979
4282	2250	2228	958	1452	3485	3408	1536	1232	3439	2743
4283	1	0	0	0	0	0	0	0	0	0
4284	1	5	1	0	1	1	2	0	3	3
4285	275	305	117	157	135	145	441	404	479	518
4286	1715	1282	448	628	304	257	264	224	868	861
4287	538	644	632	849	813	800	460	459	467	469
4288	4611	2388	2716	3917	2519	1994	3727	2729	5210	3313
4289	2267	1962	2487	3231	2779	2813	2994	2736	2280	2154
4291	383	435	119	213	927	980	237	228	370	358
4292	927	804	478	738	2840	2830	1639	1607	1642	1604
4293	1196	866	332	742	240	252	290	270	554	496
4294	80	61	116	195	61	65	200	178	53	59
4295	0	0	0	0	0	0	0	0	0	0
4296	915	755	504	796	894	958	569	582	587	578
4297	2716	1615	1698	2647	1000	1073	929	756	1855	1302
4298	575	404	721	914	393	364	292	233	1248	1138
4299	855	746	722	895	1617	1427	466	497	588	571
4300	1116	1051	318	542	147	172	628	654	234	228
4301	2866	2408	1567	2513	1046	1072	872	767	1515	1536
4302	1327	1241	1202	1641	881	862	854	793	501	524
4303	28	42	29	49	83	74	17	17	64	75
4306	8	2	148	252	0	0	2	0	42	46
4308	0	1	0	0	0	0	0	0	0	0
4311	14	11	321	346	81	96	0	0	9	7
4312	14	18	91	139	9	4	0	0	133	132
4313	18	29	3633	3145	7	1	52	130	6	7
4314	1	1	5	6	12	16	0	0	48	48
4316	16	15	3741	8587	0	1	103	103	0	0
4317	0	0	0	1	1	0	0	0	0	0
4318	28	209	1	15	4	3	4	5	13	45
4319	1	7	1	3	4	1	2	3	11	6
4320	5	3	27	45	29	26	2	5	46	68
4321	0	0	1	2	1	1	0	0	1	1
4322	34	28	12	30	0	0	0	1	132	194
4323	10	13	3173	3903	3232	2914	33	40	3313	3948
4324	120	139	1117	2325	847	840	287	275	421	384
4325	0	0	2	2	1	0	3	10	1	3
4326	1	1	249	419	54	55	92	107	187	162
4327	7	6	8	8	48	48	5	2	21	30
4329	161	136	319	419	40	66	140	169	219	305
4330	39	34	120	103	309	286	138	126	337	330
4331	619	603	503	718	650	665	671	595	1017	1044
4332	0	0	0	0	0	0	0	0	1	0
4335	193	152	87	134	138	143	116	145	222	198
4336	0	0	0	0	0	0	1	0	0	0
4337	8	13	105	120	306	300	35	47	0	0
4338	830	853	702	993	401	492	624	573	746	768
4340	0	0	0	2	0	0	0	0	0	0
4342	0	0	0	0	0	0	0	1	1	0
4343	1419	1223	999	1695	2815	2847	576	586	720	759
4345	0	0	0	0	49	60	0	0	1	0
4350	227	235	475	748	402	400	416	449	504	502
4351	473	545	300	421	411	428	443	508	589	654
4352	2	0	1	0	2	1	0	0	3	1
4353	19	13	0	0	0	0	0	0	0	1
4354	1726	1190	150	130	171	177	185	152	1420	1250
4355	64	69	32	26	61	49	98	87	158	145
4356	186	165	146	237	236	273	370	248	127	114
4357	407	414	129	156	366	366	527	580	572	590
4358	533	500	195	275	331	304	503	511	801	936
4359	2	4	8	8	1	1	13	5	15	11
4360	0	0	0	0	0	0	0	0	1	0
4361	1291	1172	896	1424	1146	1060	909	883	1181	1219
4363	1057	730	3578	5628	1493	1241	3292	3003	812	752
4430	10599	9079	5922	10851	7769	8634	9740	8675	4620	4743
4435	2	1	0	3	1	3	2	5	2	2
4436	3023	2401	1220	1619	2642	2415	2597	2285	2034	2103
4437	612	510	442	498	725	764	506	502	522	462
4438	8	6	5	5	7	4	5	3	5	9
4439	266	188	184	241	168	137	345	292	380	331
4440	42	20	1	2	1	2	19	10	0	0
4477	0	0	0	0	0	0	1	0	1	0
4478	11776	12759	7667	10726	8077	8209	8461	8607	16305	17040
4481	0	0	0	0	0	0	2	0	1	0
4482	68	50	40	49	79	68	47	47	37	37
4485	9	7	9	15	56	41	12	16	33	35
4486	475	273	264	564	5	4	134	74	424	374
4487	16	23	0	0	52	80	72	48	228	182
4488	54	40	240	368	102	119	60	63	106	122
4489	141	155	44	59	108	107	36	20	67	53
4490	0	0	0	0	0	0	0	0	0	0
4493	3	1	606	831	1	1	1	6	4119	1669
4494	24	15	68	116	210	169	11	4	171	23
4495	0	1	2	2	2	0	1	0	3	1
4496	1	0	0	0	0	0	0	0	21	0
4499	0	2	19	25	327	504	0	0	337	24
4500	0	0	67	79	116	114	0	0	230	173
4501	161	167	93	139	317	524	120	154	1251	371
4502	1172	1297	1359	1641	569	616	299	293	3548	1892
4504	1	0	0	0	0	0	0	0	0	0
4507	3350	3239	0	0	0	3	154	142	779	735
